gender,event,medal,type,year,country,abb,athlete
Women,High Jump B,Gold,Athletics,1980,United States of America,USA,ROWLEY Janet
Women,High Jump C,Gold,Athletics,1980,Australia,AUS,CREE
Women,High Jump D,Gold,Athletics,1980,Canada,CAN,GRIMSTEAD S.
Women,Long Jump B,Gold,Athletics,1980,FR Germany,FRG,SCHAFHAUSEN I.
Women,Long Jump C,Gold,Athletics,1980,Canada,CAN,FARRELL Anne
Women,Long Jump CP C,Gold,Athletics,1980,France,FRA,ONFROY
Women,Long Jump CP D,Gold,Athletics,1980,France,FRA,DOSIMONT D.
Women,Long Jump D,Gold,Athletics,1980,Canada,CAN,GRIMSTEAD S.
Women,Long Jump E,Gold,Athletics,1980,Great Britain,GBR,JOSCELYNE Barbara
Women,Long Jump F,Gold,Athletics,1980,Japan,JPN,NOBUMOTO Hiromi
Women,Long Jump F1,Gold,Athletics,1980,Canada,CAN,COLE Giselle
Women,Shot Put 1A,Gold,Athletics,1980,Mexico,MEX,CORNEJO Josefina
Women,Shot Put 1B,Gold,Athletics,1980,United States of America,USA,PATTON C.
Women,Shot Put 1C,Gold,Athletics,1980,Egypt,EGY,HANAN Ahmed Fathi
Women,Shot Put A,Gold,Athletics,1980,Netherlands,NED,POLDERMAN-KORTEKAAS M. A. T.
Women,Shot Put B,Gold,Athletics,1980,United States of America,USA,ROWLEY Janet
Women,Shot Put C,Gold,Athletics,1980,Canada,CAN,FARRELL Anne
Women,Shot Put C1,Gold,Athletics,1980,Switzerland,SUI,OSTERWALDER Elisabeth
Women,Shot Put CP C,Gold,Athletics,1980,Great Britain,GBR,GODDARD M.
Women,Shot Put CP D,Gold,Athletics,1980,France,FRA,DOSIMONT D.
Women,Shot Put D,Gold,Athletics,1980,Canada,CAN,BALTA Stephania
Women,Shot Put D1,Gold,Athletics,1980,Poland,POL,BEDLA Barbara
Women,Shot Put E,Gold,Athletics,1980,Poland,POL,MIELECH Zofia
Women,Shot Put F,Gold,Athletics,1980,Poland,POL,CWIKLINSKA Krystyna
Women,Shot Put 2,Gold,Athletics,1980,Great Britain,GBR,PRICE M.
Women,Shot Put 3,Gold,Athletics,1980,New Zealand,NZL,RIMMER Eve M.
Women,Shot Put 4,Gold,Athletics,1980,Jamaica,JAM,DAVIS Henriette
Women,Shot Put 5,Gold,Athletics,1980,Jamaica,JAM,WILLIAMS Leone
Women,Discus Throw 1A,Gold,Athletics,1980,Mexico,MEX,CORNEJO Josefina
Women,Discus Throw 1B,Gold,Athletics,1980,Mexico,MEX,SANDOVAL Martha
Women,Discus Throw 1C,Gold,Athletics,1980,United States of America,USA,MYERS Sharon
Women,Discus Throw A,Gold,Athletics,1980,United States of America,USA,RICKETTS Melissa
Women,Discus Throw B,Gold,Athletics,1980,United States of America,USA,ROWLEY Janet
Women,Discus Throw C,Gold,Athletics,1980,Canada,CAN,FARRELL Anne
Women,Discus Throw C1,Gold,Athletics,1980,Canada,CAN,BAKER S.
Women,Discus Throw CP C,Gold,Athletics,1980,Great Britain,GBR,GODDARD M.
Women,Discus Throw CP D,Gold,Athletics,1980,United States of America,USA,ROBERTS Ann Marie
Women,Discus Throw D,Gold,Athletics,1980,Canada,CAN,BALTA Stephania
Women,Discus Throw D1,Gold,Athletics,1980,Poland,POL,BEDLA Barbara
Women,Discus Throw E,Gold,Athletics,1980,Poland,POL,MIELECH Zofia
Women,Discus Throw F,Gold,Athletics,1980,Poland,POL,CWIKLINSKA Krystyna
Women,Discus Throw 2,Gold,Athletics,1980,Norway,NOR,NILSEN Kari
Women,Discus Throw 3,Gold,Athletics,1980,Poland,POL,ZAWEDIJA Z.
Women,Discus Throw 4,Gold,Athletics,1980,United States of America,USA,CARLTON Kathryne Lynne
Women,Discus Throw 5,Gold,Athletics,1980,Jamaica,JAM,WILLIAMS Leone
Women,Javelin 1C,Gold,Athletics,1980,United States of America,USA,MYERS Sharon
Women,Javelin A,Gold,Athletics,1980,United States of America,USA,RICKETTS Melissa
Women,Javelin B,Gold,Athletics,1980,Poland,POL,BLOK Dorota
Women,Javelin C,Gold,Athletics,1980,Canada,CAN,FARRELL Anne
Women,Javelin C1,Gold,Athletics,1980,Canada,CAN,BAKER S.
Women,Javelin CP C,Gold,Athletics,1980,Great Britain,GBR,GODDARD M.
Women,Javelin CP D,Gold,Athletics,1980,Great Britain,GBR,KYFFIN Amanda
Women,Javelin D,Gold,Athletics,1980,Canada,CAN,BALTA Stephania
Women,Javelin D1,Gold,Athletics,1980,Egypt,EGY,NAGAT Gaber Ali
Women,Javelin E,Gold,Athletics,1980,Poland,POL,MIELECH Zofia
Women,Javelin F,Gold,Athletics,1980,Japan,JPN,NOBUMOTO Hiromi
Women,Javelin 2,Gold,Athletics,1980,Norway,NOR,NILSEN Kari
Women,Javelin 3,Gold,Athletics,1980,Kenya,KEN,WANJIRU Lucy
Women,Javelin 4,Gold,Athletics,1980,Denmark,DEN,KOGI Lissi
Women,Javelin 5,Gold,Athletics,1980,Israel,ISR,RUBIN-ROSENBAUM Zipora
Women,Club Throw 1A,Gold,Athletics,1980,Mexico,MEX,CORNEJO Josefina
Women,Club Throw 1B,Gold,Athletics,1980,Jamaica,JAM,WILSON Minette
Women,Pentathlon 1B,Gold,Athletics,1980,Ireland,IRL,GALLAGHER Rosaleen
Women,Pentathlon A,Gold,Athletics,1980,FR Germany,FRG,BOHNING Ilse
Women,Pentathlon B,Gold,Athletics,1980,New Zealand,NZL,FIRTH K. M.
Women,Pentathlon D,Gold,Athletics,1980,Canada,CAN,BALTA Stephania
Women,Pentathlon 2,Gold,Athletics,1980,FR Germany,FRG,QUELL Margit
Women,Pentathlon 3,Gold,Athletics,1980,FR Germany,FRG,HAGENLOCHER Waltraud
Women,Pentathlon 4,Gold,Athletics,1980,Poland,POL,HARASIMCZUK Lilia
Women,Pentathlon 5,Gold,Athletics,1980,Sweden,SWE,WIKSEN Kerstin
Men,4x60 m 1A-1C,Gold,Athletics,1980,Mexico,MEX,DE LAS FUENTES Francisco
Men,4x60 m 1A-1C,Gold,Athletics,1980,Mexico,MEX,GRANADOS Arturo
Men,4x60 m 1A-1C,Gold,Athletics,1980,Mexico,MEX,MONSALVO Eduardo
Men,4x60 m 1A-1C,Gold,Athletics,1980,Mexico,MEX,SANDOVAL Pedro
Men,4x80 m CP D,Gold,Athletics,1980,United States of America,USA,UNKNOWN
Men,4x100 m C,Gold,Athletics,1980,FR Germany,FRG,UNKNOWN
Men,4x100 m D,Gold,Athletics,1980,FR Germany,FRG,UNKNOWN
Men,4x100 m D1,Gold,Athletics,1980,United States of America,USA,BRINKMAN C.
Men,4x100 m D1,Gold,Athletics,1980,United States of America,USA,BRYANT Richard
Men,4x100 m D1,Gold,Athletics,1980,United States of America,USA,FINCH J.
Men,4x100 m D1,Gold,Athletics,1980,United States of America,USA,MARTINSON Jim
Men,4x100 m E-F1,Gold,Athletics,1980,FR Germany,FRG,UNKNOWN
Men,4x100 m 2-5,Gold,Athletics,1980,Belgium,BEL,DE MEYER M.
Men,4x100 m 2-5,Gold,Athletics,1980,Belgium,BEL,DE VOS Marc
Men,4x100 m 2-5,Gold,Athletics,1980,Belgium,BEL,VAN OPHEM Remi
Men,4x100 m 2-5,Gold,Athletics,1980,Belgium,BEL,VAN WINKEL Paul
Men,4x400 m D1,Gold,Athletics,1980,United States of America,USA,UNKNOWN
Men,4x400 m E,Gold,Athletics,1980,FR Germany,FRG,UNKNOWN
Women,4x60 m 1A-1C,Gold,Athletics,1980,United States of America,USA,UNKNOWN
Women,4x60 m CP C,Gold,Athletics,1980,United States of America,USA,UNKNOWN
Women,4x60 m 2-5,Gold,Athletics,1980,Mexico,MEX,GARCIA ESTRADA Dora Elia
Women,4x60 m 2-5,Gold,Athletics,1980,Mexico,MEX,CAMARA Rosa
Women,4x60 m 2-5,Gold,Athletics,1980,Mexico,MEX,SOTO Juana
Women,4x60 m 2-5,Gold,Athletics,1980,Mexico,MEX,VALDEZ Angeles
Men,20 m (Arm) C2,Gold,Athletics,1984,Canada,CAN,KELLY Brian
Men,60 m C2,Gold,Athletics,1984,Denmark,DEN,JUSTESEN Mogens
Men,60 m C3,Gold,Athletics,1984,Sweden,SWE,BOMAN Per
Men,60 m C6,Gold,Athletics,1984,Great Britain,GBR,KEAY Colin
Men,60 m L1,Gold,Athletics,1984,Great Britain,GBR,WELSH John
Men,100 m 1A,Gold,Athletics,1984,United States of America,USA,LEWELLYN J.
Men,100 m 1B,Gold,Athletics,1984,Sweden,SWE,HEDMAN Leif
Men,100 m 1C,Gold,Athletics,1984,Mexico,MEX,MONSALVO Eduardo
Men,100 m A1-3,Gold,Athletics,1984,United States of America,USA,MARTINSON Jim
Men,100 m A4,Gold,Athletics,1984,Poland,POL,SUCHOCKI Kazimierz
Men,100 m A5,Gold,Athletics,1984,FR Germany,FRG,BERGHOTER Mathias
Men,100 m A6,Gold,Athletics,1984,Finland,FIN,JAUHIAINEN Harri
Men,100 m B1,Gold,Athletics,1984,United States of America,USA,HAYNES Winford
Men,100 m B2,Gold,Athletics,1984,Australia,AUS,DAVIES Mark
Men,100 m B3,Gold,Athletics,1984,United States of America,USA,SMITH Paul
Men,100 m C4,Gold,Athletics,1984,Canada,CAN,EASTON Robert
Men,100 m C5,Gold,Athletics,1984,United States of America,USA,SACCO John
Men,100 m C7,Gold,Athletics,1984,Denmark,DEN,THOMSEN Henrik
Men,100 m C8,Gold,Athletics,1984,Portugal,POR,PEREIRA Reinaldo Jose
Men,100 m L2,Gold,Athletics,1984,United States of America,USA,SCHNEIDER Scott
Men,100 m L3,Gold,Athletics,1984,Sweden,SWE,ERIKSSON Hikan
Men,100 m L5,Gold,Athletics,1984,Great Britain,GBR,NIXON Derek
Men,100 m L6,Gold,Athletics,1984,Finland,FIN,PELTONEN Reino
Men,100 m 2,Gold,Athletics,1984,Mexico,MEX,VALDEZ Eusebio
Men,100 m 3,Gold,Athletics,1984,Belgium,BEL,DE VOS Marc
Men,100 m 4,Gold,Athletics,1984,New Zealand,NZL,COURTNEY R.
Men,100 m 5,Gold,Athletics,1984,United States of America,USA,BARRET D.
Men,King of the Straight - 100 m 1A-6,Gold,Athletics,1984,Belgium,BEL,DE VOS Marc
Men,200 m 1A,Gold,Athletics,1984,Switzerland,SUI,KUESCHALL Rainer
Men,200 m 1B,Gold,Athletics,1984,Sweden,SWE,MATSSON J.
Men,200 m 1C,Gold,Athletics,1984,United States of America,USA,WALLEN D.
Men,200 m C2,Gold,Athletics,1984,Denmark,DEN,JUSTESEN Mogens
Men,200 m C3,Gold,Athletics,1984,FR Germany,FRG,CHRIST Erich
Men,200 m C7,Gold,Athletics,1984,Denmark,DEN,THOMSEN Henrik
Men,200 m C8,Gold,Athletics,1984,Portugal,POR,MARTINS Antonio Carlos
Men,200 m 2,Gold,Athletics,1984,Mexico,MEX,LUNA Jorge
Men,200 m 3,Gold,Athletics,1984,Belgium,BEL,DE VOS Marc
Men,200 m 4,Gold,Athletics,1984,Canada,CAN,MINOR R.
Men,200 m 5,Gold,Athletics,1984,Switzerland,SUI,NIETLISPACH Franz
Men,400 m 1A,Gold,Athletics,1984,Switzerland,SUI,KUESCHALL Rainer
Men,400 m 1B,Gold,Athletics,1984,Sweden,SWE,MATSSON J.
Men,400 m 1C,Gold,Athletics,1984,Australia,AUS,DUFTY Alan
Men,400 m A1-3,Gold,Athletics,1984,United States of America,USA,LENZO Kris
Men,400 m A4,Gold,Athletics,1984,Poland,POL,SUCHOCKI Kazimierz
Men,400 m A5,Gold,Athletics,1984,Poland,POL,SZLEZAK Jerzy
Men,400 m A6,Gold,Athletics,1984,Finland,FIN,JAUHIAINEN Harri
Men,400 m B1,Gold,Athletics,1984,United States of America,USA,HAYNES Winford
Men,400 m B2,Gold,Athletics,1984,FR Germany,FRG,KNORS Walter
Men,400 m B3,Gold,Athletics,1984,France,FRA,QUEMOND Lucien
Men,400 m C4,Gold,Athletics,1984,Canada,CAN,EASTON Robert
Men,400 m C6,Gold,Athletics,1984,Great Britain,GBR,KEAY Colin
Men,400 m C7,Gold,Athletics,1984,Yugoslavia,YUG,KOCMUT Rudolf
Men,400 m L2,Gold,Athletics,1984,Belgium,BEL,DE UYLDER Patrick
Men,400 m L3,Gold,Athletics,1984,Sweden,SWE,ERIKSSON Hikan
Men,400 m L4,Gold,Athletics,1984,Great Britain,GBR,FISHER John
Men,400 m L6,Gold,Athletics,1984,Finland,FIN,GRIP Jouko
Men,400 m 2,Gold,Athletics,1984,Australia,AUS,NUGENT Michael
Men,400 m 3,Gold,Athletics,1984,Belgium,BEL,VAN WINKEL Paul
Men,400 m 4,Gold,Athletics,1984,Canada,CAN,MINOR R.
Men,400 m 5,Gold,Athletics,1984,Switzerland,SUI,NIETLISPACH Franz
Men,800 m 1A,Gold,Athletics,1984,FR Germany,FRG,KOEBERLE Heinrich
Men,800 m 1B,Gold,Athletics,1984,Sweden,SWE,MATSSON J.
Men,800 m 1C,Gold,Athletics,1984,United States of America,USA,GOODMAN D.
Men,800 m A1-3,Gold,Athletics,1984,France,FRA,BADID Mustapha
Men,800 m B1,Gold,Athletics,1984,Great Britain,GBR,MATTHEWS Robert
Men,800 m B2,Gold,Athletics,1984,Belgium,BEL,MATTON Freddy
Men,800 m B3,Gold,Athletics,1984,Great Britain,GBR,BROWN James
Men,800 m C4,Gold,Athletics,1984,Canada,CAN,EASTON Robert
Men,800 m C8,Gold,Athletics,1984,Canada,CAN,MEARNS Robert
Men,800 m L3,Gold,Athletics,1984,Sweden,SWE,ERIKSSON Hikan
Men,800 m 2,Gold,Athletics,1984,Canada,CAN,CLARK Paul
Men,800 m 3,Gold,Athletics,1984,Belgium,BEL,DE VOS Marc
Men,800 m 4,Gold,Athletics,1984,Canada,CAN,MINOR R.
Men,800 m 5,Gold,Athletics,1984,Switzerland,SUI,NIETLISPACH Franz
Men,1500 m A5,Gold,Athletics,1984,Norway,NOR,PEDERSEN Cato Zahl
Men,1500 m A6,Gold,Athletics,1984,Finland,FIN,JAUHIAINEN Harri
Men,1500 m B1,Gold,Athletics,1984,Great Britain,GBR,MATTHEWS Robert
Men,1500 m B2,Gold,Athletics,1984,Sweden,SWE,BERNER Sixten
Men,1500 m B3,Gold,Athletics,1984,Great Britain,GBR,BROWN James
Men,1500 m L6,Gold,Athletics,1984,Finland,FIN,GRIP Jouko
Men,1500 m 2,Gold,Athletics,1984,Switzerland,SUI,FREI Heinz
Men,1500 m 3,Gold,Athletics,1984,Belgium,BEL,VAN WINKEL Paul
Men,1500 m 4,Gold,Athletics,1984,Canada,CAN,HANSEN R.
Men,1500 m 5,Gold,Athletics,1984,Switzerland,SUI,NIETLISPACH Franz
Men,5000 m A5,Gold,Athletics,1984,Norway,NOR,PEDERSEN Cato Zahl
Men,5000 m A6,Gold,Athletics,1984,Italy,ITA,PAVAN Giuseppe
Men,5000 m B1,Gold,Athletics,1984,Great Britain,GBR,MATTHEWS Robert
Men,5000 m B2,Gold,Athletics,1984,Sweden,SWE,THOMSSON Gunnar
Men,5000 m B3,Gold,Athletics,1984,United States of America,USA,STANSELL Leamon
Men,5000 m 2,Gold,Athletics,1984,Switzerland,SUI,FREI Heinz
Men,5000 m 3,Gold,Athletics,1984,FR Germany,FRG,GOLOMBEK Gregor
Men,5000 m 4,Gold,Athletics,1984,Australia,AUS,TROTTER Peter
Men,5000 m 5,Gold,Athletics,1984,United States of America,USA,FORAN Tom
Men,Marathon 1A,Gold,Athletics,1984,FR Germany,FRG,KOEBERLE Heinrich
Men,Marathon 1B,Gold,Athletics,1984,Sweden,SWE,MATSSON J.
Men,Marathon 1C,Gold,Athletics,1984,Australia,AUS,DUFTY Alan
Men,Marathon 2,Gold,Athletics,1984,Switzerland,SUI,FREI Heinz
Men,Marathon 3,Gold,Athletics,1984,Canada,CAN,VIGER Andre
Men,Marathon 4,Gold,Athletics,1984,Canada,CAN,HANSEN R.
Men,Marathon 5,Gold,Athletics,1984,Canada,CAN,FITZGERALD M.
Men,Cross Country 1000 m C6,Gold,Athletics,1984,Great Britain,GBR,KEAY Colin
Men,Cross Country 1500 m C7,Gold,Athletics,1984,Canada,CAN,MEARNS Robert
Men,Cross Country 1500 m C8,Gold,Athletics,1984,Portugal,POR,MARTINS Antonio Carlos
Men,Slalom 1A,Gold,Athletics,1984,Italy,ITA,D'AGOSTINI Paolo
Men,Slalom 1B,Gold,Athletics,1984,Japan,JPN,ONODERA Akihiko
Men,Slalom 1C,Gold,Athletics,1984,New Zealand,NZL,MILLER D.
Men,Slalom C1,Gold,Athletics,1984,Denmark,DEN,JORGENSEN Henrik
Men,Slalom C2,Gold,Athletics,1984,Ireland,IRL,WALSH Dermot
Men,Slalom C3,Gold,Athletics,1984,United States of America,USA,MULLIS Ron
Men,Slalom C4,Gold,Athletics,1984,United States of America,USA,OWENS Eric
Men,Slalom 2,Gold,Athletics,1984,FR Germany,FRG,NORTMANN Hermann
Men,Slalom 3,Gold,Athletics,1984,Japan,JPN,OGAWA N.
Men,Slalom 4,Gold,Athletics,1984,Japan,JPN,NAKAMURA Masanori
Men,Slalom 5,Gold,Athletics,1984,Switzerland,SUI,NIETLISPACH Franz
Men,Slalom (Leg) C2,Gold,Athletics,1984,United States of America,USA,CUSH Tom
Men,High Jump A2,Gold,Athletics,1984,Canada,CAN,BOLDT Arnold
Men,High Jump A3,Gold,Athletics,1984,Burma,BIR,TIN Ngwe
Men,High Jump A4,Gold,Athletics,1984,United States of America,USA,ALSUP Ronnie
Men,High Jump A5,Gold,Athletics,1984,FR Germany,FRG,BERG Matthias
Men,High Jump A6,Gold,Athletics,1984,Australia,AUS,MORLEY Michael
Men,High Jump B1,Gold,Athletics,1984,Italy,ITA,SACCHETTO Italo
Men,High Jump B2,Gold,Athletics,1984,France,FRA,SAAS Stephane
Men,High Jump B3,Gold,Athletics,1984,Hungary,HUN,OLAH Jozsef
Men,Long Jump A2,Gold,Athletics,1984,Australia,AUS,MCGREGOR Kerrod
Men,Long Jump A3,Gold,Athletics,1984,Ireland,IRL,TYNAN Ronan
Men,Long Jump A4,Gold,Athletics,1984,United States of America,USA,ALSUP Ronnie
Men,Long Jump A5,Gold,Athletics,1984,Poland,POL,SZLEZAK Jerzy
Men,Long Jump A6,Gold,Athletics,1984,Australia,AUS,HOLCOMBE Brett
Men,Long Jump B1,Gold,Athletics,1984,Canada,CAN,BOURDEAU Yvan
Men,Long Jump B2,Gold,Athletics,1984,Yugoslavia,YUG,PEHAR Ante
Men,Long Jump B3,Gold,Athletics,1984,United States of America,USA,SMITH Paul
Men,Long Jump C7,Gold,Athletics,1984,Belgium,BEL,DE BAENE Mario
Men,Long Jump C8,Gold,Athletics,1984,Ireland,IRL,MCNALLY David
Men,Triple Jump A5,Gold,Athletics,1984,Poland,POL,SZLEZAK Jerzy
Men,Triple Jump A6,Gold,Athletics,1984,Australia,AUS,HOLCOMBE Brett
Men,Triple Jump B1,Gold,Athletics,1984,Netherlands,NED,DIPOWIDJOJO Soedjeman
Men,Triple Jump B2,Gold,Athletics,1984,Yugoslavia,YUG,PEHAR Ante
Men,Triple Jump B3,Gold,Athletics,1984,United States of America,USA,BURRESS Garland
Men,Shot Put 1A,Gold,Athletics,1984,FR Germany,FRG,WEBER Edund
Men,Shot Put 1B,Gold,Athletics,1984,United States of America,USA,HEIR Douglas
Men,Shot Put 1C,Gold,Athletics,1984,Brazil,BRA,PEREIRA Luis Claudio
Men,Shot Put A1,Gold,Athletics,1984,FR Germany,FRG,FALKENHAIN Peter
Men,Shot Put A2,Gold,Athletics,1984,Poland,POL,ZMITROWICZ Andrzej
Men,Shot Put A3,Gold,Athletics,1984,Ireland,IRL,TYNAN Ronan
Men,Shot Put A4,Gold,Athletics,1984,FR Germany,FRG,JOSEFIAK Hans
Men,Shot Put A6-8,Gold,Athletics,1984,FR Germany,FRG,BEEZ Alois
Men,Shot Put A9,Gold,Athletics,1984,United States of America,USA,HOSKINS Robert
Men,Shot Put B1,Gold,Athletics,1984,United States of America,USA,NEPPL James
Men,Shot Put B2,Gold,Athletics,1984,United States of America,USA,MASTRO James
Men,Shot Put B3,Gold,Athletics,1984,Sweden,SWE,KARLSSON Gosta
Men,Shot Put C2,Gold,Athletics,1984,Ireland,IRL,LEAHY Tom
Men,Shot Put C3,Gold,Athletics,1984,Switzerland,SUI,FREY Martin
Men,Shot Put C4,Gold,Athletics,1984,France,FRA,DELAUNE Antoine
Men,Shot Put C5,Gold,Athletics,1984,Austria,AUT,ATTENEDER Manfred
Men,Shot Put C6,Gold,Athletics,1984,Belgium,BEL,HERMANS Alex
Men,Shot Put C7,Gold,Athletics,1984,Yugoslavia,YUG,IZLAKAR Franjo
Men,Shot Put C8,Gold,Athletics,1984,United States of America,USA,BECKE Tom
Men,Shot Put L1,Gold,Athletics,1984,Great Britain,GBR,O'BRIEN Tom
Men,Shot Put L2,Gold,Athletics,1984,Hungary,HUN,SZABO Tibor
Men,Shot Put L3,Gold,Athletics,1984,Sweden,SWE,SORENSEN Peter
Men,Shot Put L4,Gold,Athletics,1984,Great Britain,GBR,LOWE Robert
Men,Shot Put L5,Gold,Athletics,1984,FR Germany,FRG,MAIER Wolfgang
Men,Shot Put L6,Gold,Athletics,1984,Great Britain,GBR,ANTONIO Barry
Men,Shot Put 2,Gold,Athletics,1984,Sweden,SWE,LAVEBORN Mats
Men,Shot Put 3,Gold,Athletics,1984,Kenya,KEN,MUSYOKI Japheth
Men,Shot Put 4,Gold,Athletics,1984,Canada,CAN,MARTIN Jacques
Men,Shot Put 5,Gold,Athletics,1984,Poland,POL,KOWALIK Jacek
Men,Shot Put 6,Gold,Athletics,1984,Israel,ISR,WOLF Nachman
Men,Discus Throw 1C,Gold,Athletics,1984,FR Germany,FRG,HENKER Siegmar
Men,Discus Throw A1,Gold,Athletics,1984,United States of America,USA,GOULD Richard
Men,Discus Throw A2,Gold,Athletics,1984,United States of America,USA,BOWERS David
Men,Discus Throw A3,Gold,Athletics,1984,Ireland,IRL,TYNAN Ronan
Men,Discus Throw A4,Gold,Athletics,1984,United States of America,USA,ARCHIE Antoine
Men,Discus Throw A6-8,Gold,Athletics,1984,Canada,CAN,LEONARD Dan
Men,Discus Throw A9,Gold,Athletics,1984,United States of America,USA,HOSKINS Robert
Men,Discus Throw B1,Gold,Athletics,1984,United States of America,USA,FRANKS Leroy
Men,Discus Throw B2,Gold,Athletics,1984,United States of America,USA,HODGIN Todd
Men,Discus Throw C3,Gold,Athletics,1984,Switzerland,SUI,FREY Martin
Men,Discus Throw C4,Gold,Athletics,1984,Norway,NOR,ANUNDSEN Ragnar
Men,Discus Throw C5,Gold,Athletics,1984,Italy,ITA,LO JACONO Giovanni
Men,Discus Throw C6,Gold,Athletics,1984,Belgium,BEL,HERMANS Alex
Men,Discus Throw C7,Gold,Athletics,1984,Norway,NOR,TANGEN Bjorn
Men,Discus Throw C8,Gold,Athletics,1984,United States of America,USA,BECKE Tom
Men,Discus Throw L1,Gold,Athletics,1984,Norway,NOR,ELLEFSEN Lauritz
Men,Discus Throw L2,Gold,Athletics,1984,Great Britain,GBR,TEE Robert
Men,Discus Throw L3,Gold,Athletics,1984,Great Britain,GBR,PEARCE Eric
Men,Discus Throw L4,Gold,Athletics,1984,Great Britain,GBR,LOWE Robert
Men,Discus Throw L5,Gold,Athletics,1984,FR Germany,FRG,SCHULE Richard
Men,Discus Throw L6,Gold,Athletics,1984,Great Britain,GBR,MCGEE Kevin
Men,Discus Throw 2,Gold,Athletics,1984,Sweden,SWE,LAVEBORN Mats
Men,Discus Throw 3,Gold,Athletics,1984,United States of America,USA,SAMPAGA J.
Men,Discus Throw 4,Gold,Athletics,1984,Australia,AUS,GIDDY Terry
Men,Discus Throw 5,Gold,Athletics,1984,Great Britain,GBR,HARRIS John
Men,Discus Throw 6,Gold,Athletics,1984,Israel,ISR,WOLF Nachman
Men,Javelin 1B,Gold,Athletics,1984,United States of America,USA,HEIR Douglas
Men,Javelin 1C,Gold,Athletics,1984,Brazil,BRA,PEREIRA Luis Claudio
Men,Javelin A1,Gold,Athletics,1984,United States of America,USA,JEROME John
Men,Javelin A2,Gold,Athletics,1984,Australia,AUS,MCGREGOR Kerrod
Men,Javelin A3,Gold,Athletics,1984,FR Germany,FRG,BERSCHGENS Hubert
Men,Javelin A4,Gold,Athletics,1984,United States of America,USA,ARCHIE Antoine
Men,Javelin A6-8,Gold,Athletics,1984,Austria,AUT,ROTH Harald
Men,Javelin A9,Gold,Athletics,1984,Poland,POL,BUCZAK Jan
Men,Javelin B1,Gold,Athletics,1984,Norway,NOR,HANSEN Terje
Men,Javelin B2,Gold,Athletics,1984,Finland,FIN,SULISALO Timo
Men,Javelin B3,Gold,Athletics,1984,Finland,FIN,HEIKKINEN Raimo
Men,Javelin C3,Gold,Athletics,1984,Switzerland,SUI,FREY Martin
Men,Javelin C4,Gold,Athletics,1984,Great Britain,GBR,BURNS Norman
Men,Javelin C5,Gold,Athletics,1984,FR Germany,FRG,QUICKERT Michael
Men,Javelin C6,Gold,Athletics,1984,Great Britain,GBR,GRIFFIN Anthony
Men,Javelin C7,Gold,Athletics,1984,Norway,NOR,TANGEN Bjorn
Men,Javelin C8,Gold,Athletics,1984,United States of America,USA,BECKE Tom
Men,Javelin L3,Gold,Athletics,1984,Spain,ESP,MARTIN Alfredo
Men,Javelin L5,Gold,Athletics,1984,FR Germany,FRG,MAIER Wolfgang
Men,Javelin L6,Gold,Athletics,1984,Great Britain,GBR,NIXON Derek
Men,Javelin 2,Gold,Athletics,1984,Sweden,SWE,LAVEBORN Mats
Men,Javelin 3,Gold,Athletics,1984,Yugoslavia,YUG,PETERNELJ Marjan
Men,Javelin 4,Gold,Athletics,1984,FR Germany,FRG,SCHUHBAUER Johann
Men,Javelin 5,Gold,Athletics,1984,Poland,POL,KOWALIK Jacek
Men,Javelin 6,Gold,Athletics,1984,Sweden,SWE,CLARK Raymond
Men,Club Throw 1A,Gold,Athletics,1984,United States of America,USA,DODSON Bart
Men,Club Throw C2,Gold,Athletics,1984,Yugoslavia,YUG,DERETA Zeljko
Men,Club Throw C3,Gold,Athletics,1984,Ireland,IRL,CREAN Brendan
Men,Club Throw C4,Gold,Athletics,1984,Great Britain,GBR,BURNS Norman
Men,Club Throw C5,Gold,Athletics,1984,FR Germany,FRG,QUICKERT Michael
Men,Club Throw C6,Gold,Athletics,1984,Great Britain,GBR,GRIFFIN Anthony
Men,Club Throw L1,Gold,Athletics,1984,Norway,NOR,ELLEFSEN Lauritz
Men,Distance Throw C1,Gold,Athletics,1984,Ireland,IRL,JOHNSTON William
Men,Distance Throw C2,Gold,Athletics,1984,Finland,FIN,JONKARI Ari
Men,Precision Throw C1,Gold,Athletics,1984,Denmark,DEN,JORGENSEN Henrik
Men,Medicine Ball Thrust C2,Gold,Athletics,1984,United States of America,USA,CUSH Tom
Men,Pentathlon 1A,Gold,Athletics,1984,United States of America,USA,DODSON Bart
Men,Pentathlon 1B,Gold,Athletics,1984,FR Germany,FRG,SCHMIDT P.
Men,Pentathlon 1C,Gold,Athletics,1984,FR Germany,FRG,HENKER Siegmar
Men,Pentathlon B1,Gold,Athletics,1984,Yugoslavia,YUG,JANCIC Miroslav
Men,Pentathlon B2,Gold,Athletics,1984,Australia,AUS,DAVIES Mark
Men,Pentathlon B3,Gold,Athletics,1984,Great Britain,GBR,WHITELEY Merle
Men,Pentathlon 2,Gold,Athletics,1984,Sweden,SWE,LAVEBORN Mats
Men,Pentathlon 3,Gold,Athletics,1984,Norway,NOR,MALMIN J. G.
Men,Pentathlon 4,Gold,Athletics,1984,Belgium,BEL,VAN OPHEM Remi
Men,Pentathlon 5,Gold,Athletics,1984,France,FRA,VAN DER ABBEELE A.
Men,Pentathlon 6,Gold,Athletics,1984,Sweden,SWE,CLARK Raymond
